,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
1001,1002,"1001,""In point of composition, said Mary, the letter does not seem defective.""",-0.5,-1,-3,-1,78,12,point of composition said mary the letter does not seem defective,-0.8043395727935945,-0.75,-0.7771919129620277,-0.944149122932462,-0.9117963421726424,-1.0,-0.9911656938188848,-1.749375520399667,-1.3342813357300614,-1.5,-1.3538457928064553,-2.29135355807493,-1.0856091896722273,-1.0,-1.1693033473163355,-1.166111573688593,0.6126485568760619,0.3531409168081494,1.0135823429541595,0.7860780984719864,0.6913624787775893,1.0682886528310518,1.0124457678867513,0.9426198566587282,1.1239868988432782
1002,1003,"1002,""The idea of the olive-branch perhaps is not wholly new, yet I think it is well expressed.""",1.6,1,0,0,96,17,idea of the olive branch perhaps is not wholly new yet i think it is well expressed,0.9307500170836197,1.35,0.8676450341899402,1.4087898594264483,0.5628480646191314,1.0,0.4891958108434736,1.2351557907113462,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.6102716468590841,0.35144312393887944,1.0152801358234296,0.7860780984719864,0.6907682512733448,1.0512705726691363,0.9991780362090134,0.9487873079447404,1.1239868988432782
1003,1004,"1003,""To Catherine and Lydia, neither the letter nor its writer were in any degree interesting.""",0.75,1,2,3,96,15,catherine and lydia neither the letter nor its writer were in any degree interesting,0.22845184975236635,0.5,0.3331338372564043,0.6441716801291664,0.5628480646191314,1.0,0.5708282335701325,1.3997335109926716,0.4240854820377771,1.0,0.4423209352930723,1.2222587711516726,1.5732926859577865,3.0,1.7517818338924893,2.7991339107261832,0.6068760611205442,0.34295415959252973,0.9898132427843803,0.7826825127334465,0.6805814940577252,1.026959029580684,0.9328393778203246,0.8562755386545641,1.1007798792160544
1004,1005,"1004,""It was next to impossible that their cousin should come in a scarlet coat, and it was now some weeks since they had received pleasure from the society of a man in any other colour.""",0.6,0,3,0,187,35,was next to impossible that their cousin should come in a scarlet coat and it was now some weeks since they had received pleasure from the society of a man in any other colour,0.10451687904685103,0.35,-0.06480409635100376,0.07492153155640667,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.7757588455913448,1.5,0.21932337217297138,0.7860370246352446,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.6011884550084898,0.3361629881154499,0.9762308998302207,0.7792869269949066,0.6732173174872668,0.9862371949075273,0.8797684511093733,0.80693592836647,1.0775728595888314
1005,1006,"1005,""As for their mother, Mr. Collinss letter had done away much of her ill-will, and she was preparing to see him with a degree of composure which astonished her husband and daughters.""",1.3,1,0,1,187,32,for their mother mr collinss letter had done away much of her ill will and she was preparing to see him with a degree of composure which astonished her husband and daughters,0.682880075672589,1.05,0.21974343412845582,0.48196672710503435,0.5628480646191314,1.0,0.2021052145156507,0.6563573883161512,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.012046724791417955,0.4375195251483912,0.6048387096774201,0.3395585738539898,0.9881154499151104,0.7860780984719864,0.6796477079796267,1.0123721037276125,0.9063039144648487,0.8501080873685523,1.1239868988432782
1006,1007,"1006,""Mr. Collins was punctual to his time, and was received with great politeness by the whole family.""",2.1,3,5,3,104,17,collins was punctual to his time and was received with great politeness by the whole family,1.343866586102004,1.85,1.2239541813219907,1.9184900357932915,2.0374924714109053,3.0,1.714498475970622,3.7054673721340388,1.47910557269848,2.5,1.195890197021912,2.6963703931491185,1.5732926859577865,3.0,1.509331101705278,2.4700176366843034,0.6052631578947376,0.3395585738539898,0.9847198641765704,0.7894736842105263,0.6797538200339561,1.0154110466136688,0.9063039144648487,0.8377731847965286,1.147193918470502
1007,1008,"1007,""Mr. Bennet indeed said little; but the ladies were ready enough to talk, and Mr. Collins seemed neither in need of encouragement, nor inclined to be silent himself.""",2.1,4,2,2,171,28,bennet indeed said little but the ladies were ready enough to talk and mr collins seemed neither in need of encouragement nor inclined to be silent himself,1.343866586102004,1.85,0.6362539814826218,1.0777849965877169,2.7748146748067923,4.0,1.3647557123971998,3.0003570153516597,0.4240854820377771,1.0,0.15232880590907574,0.6549840826485757,0.9085672170502831,2.0,0.4264103212613684,1.0,0.6025466893039056,0.3361629881154499,0.9796264855687606,0.7962648556876061,0.6786502546689306,0.9959618121429069,0.8797684511093733,0.8192708309384936,1.1936079577249488
1008,1009,"1008,""He was a tall, heavy-looking young man of five-and-twenty.""",0.4,0,0,1,65,9,was a tall heavy looking young man of five and twenty,-0.060729748560502644,0.15000000000000002,0.26559725883607427,0.5475606158072678,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.8348094847777341,1.5543840177580468,0.6050084889643471,0.3378607809847199,0.9864176570458404,0.8030560271646859,0.6830857385398983,1.013587680882035,0.8930361827871113,0.8439406360825404,1.2400219969793962
1009,1010,"1009,""His air was grave and stately, and his manners were very formal.""",0.35,1,-2,1,71,12,air was grave and stately and his manners were very formal,-0.10204140546234111,0.09999999999999998,0.08070913679796404,0.2830781876420594,0.5628480646191314,1.0,0.7442546503786838,1.749375520399667,-0.9826079721764936,-1.0,-0.963397384569324,-1.52756903871662,0.2438417481427797,1.0,0.5487800605968488,1.166111573688593,0.6066213921901535,0.3378607809847199,0.9864176570458404,0.8081494057724957,0.6847623089983024,1.0251356638490494,0.8930361827871113,0.8439406360825404,1.2748325264202311
1010,1011,"1010,""He had not been long seated before he complimented Mrs. Bennet on having so fine a family of daughters; said he had heard much of their beauty, but that in this instance fame had fallen short of the truth; and added, that he did not doubt her seeing them all in due time disposed of in marriage.""",1.25,1,5,4,302,57,had not been long seated before he complimented mrs bennet on having so fine a family of daughters said he had heard much of their beauty but that in this instance fame had fallen short of the truth and added that he did not doubt her seeing them all in due time disposed of in marriage,0.6415684187707505,1.0,-0.006765487609810007,0.15794575181452222,0.5628480646191314,1.0,0.05934046436841719,0.3685318365199088,1.47910557269848,2.5,0.22876810257043084,0.8045125484558239,2.2380181548652898,4.0,0.41361773671523794,0.9826346255042976,0.6084040747028868,0.3395585738539898,0.99830220713073,0.8132427843803056,0.6898769100169782,1.0378992239704854,0.9063039144648487,0.8871127950846227,1.3096430558610668
1011,1012,"1011,""This gallantry was not much to the taste of some of his hearers; but Mrs. Bennet, who quarreled with no compliments, answered most readily.""",1.25,1,4,2,146,24,gallantry was not much to the taste of some of his hearers but mrs bennet who quarreled with no compliments answered most readily,0.6415684187707505,1.0,0.3585280866406171,0.680498149696449,0.5628480646191314,1.0,0.31058026199111965,0.8750520616409829,1.1274322091449125,2.0,0.5987214865368325,1.5282052607235823,0.9085672170502831,2.0,0.5491378455630946,1.1665972511453562,0.6141765704584047,0.34465195246179964,1.0050933786078098,0.8166383701188455,0.6951400679117149,1.079228847220854,0.9461071094980621,0.9117826002286695,1.3328500754882904
1012,1013,"1012,""You are very kind, I am sure; and I wish with all my heart it may prove so, for else they will be destitute enough.""",0.65,0,3,1,122,25,are very kind i am sure and i wish with all my heart it may prove so for else they will be destitute enough,0.1458285359486895,0.4,0.04249231556774027,0.22840903115810843,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.7757588455913448,1.5,0.37998868215619125,1.1003261188516558,0.2438417481427797,1.0,0.10225698377015155,0.5599760095961616,0.6154499151103571,0.3463497453310696,1.0067911714770799,0.8166383701188455,0.6963073005093381,1.0883456758790229,0.9593748411758,0.9179500515146818,1.3328500754882904
1013,1014,"1013,Things are settled so oddly.",-0.6,-1,0,0,33,5,are settled so oddly,-0.8869628865972712,-0.85,-1.7242373127323039,-2.298897411534276,-0.9117963421726424,-1.0,-2.203535195753314,-4.193612774451098,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.6175721561969445,0.34804753820033957,1.0050933786078098,0.8217317487266553,0.6981112054329373,1.1035403903093053,0.972642572853538,0.9117826002286695,1.3676606049291253
1014,1015,"1014,""You allude, perhaps, to the entail of this estate.""",0.0,0,0,0,57,9,allude perhaps to the entail of this estate,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.621052631578948,0.34974533106960953,1.0135823429541595,0.8268251273344652,0.7028013582342956,1.128459721974969,0.9859103045312758,0.9426198566587282,1.402471134369961
1015,1016,"1015,""Ah! sir, I do indeed.""",0.25,0,0,1,28,5,sir i do indeed,-0.18466471926601796,0.0,0.33232787840891387,0.643018756130395,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,1.7490379303964785,2.795409181636727,0.6258064516129038,0.3548387096774194,1.0237691001697793,0.8387096774193549,0.7107809847198644,1.1624958822988019,1.0257134995644892,0.9796245643747991,1.4836957030652433
1016,1017,"1016,""It is a grievous affair to my poor girls, you must confess.""",-1.5,-3,-2,-1,66,12,is a grievous affair to my poor girls you must confess,-1.630572710830363,-1.75,-1.7864872656208415,-2.387945958902487,-2.386440748964416,-3.0,-2.7265860380164533,-5.248126561199001,-0.9826079721764936,-1.0,-0.963397384569324,-1.52756903871662,-1.0856091896722273,-1.0,-1.1693033473163355,-1.166111573688593,0.6315789473684217,0.35823429541595925,1.028862478777589,0.8471986417657046,0.7164685908319187,1.2038255055491702,1.0522489629199645,0.9981269182328341,1.541713252133302
1017,1018,"1017,""Not that I mean to find fault with _you_, for such things I know are all chance in this world.""",-0.25,-1,2,-1,101,20,that i mean to find fault with you for such things i know are all chance in this world,-0.5977812882844022,-0.5,-0.42398897907930183,-0.43889238410786924,-0.9117963421726424,-1.0,-0.6442550802861375,-1.049975012493753,0.4240854820377771,1.0,0.28619362310213425,0.9168467843571517,-1.0856091896722273,-1.0,-0.82585838821325,-0.6999000499750125,0.6305602716468596,0.35823429541595925,1.028862478777589,0.8455008488964346,0.7157894736842105,1.1965320426226336,1.0522489629199645,0.9981269182328341,1.53010974231969
1018,1019,"1018,There is no knowing how estates will go when once they come to be entailed.",0.6,0,-1,1,80,15,is no knowing how estates will go when once they come to be entailed,0.10451687904685103,0.35,0.2119982224785992,0.47088720311384313,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.6309346086229259,-0.5,-0.49491131978912867,-0.6111293855758363,0.2438417481427797,1.0,0.37708618239100095,0.9330446369087276,0.6309847198641771,0.3565365025466893,1.0237691001697793,0.8471986417657046,0.7146222410865876,1.1995709855086907,1.0389812312422266,0.9796245643747991,1.541713252133302
1019,1020,"1019,""I am very sensible, madam, of the hardship to my fair cousins, and could say much on the subject, but that I am cautious of appearing forward and precipitate.""",1.4,0,-1,1,165,29,am very sensible madam of the hardship to my fair cousins and could say much on the subject but that i am cautious of appearing forward and precipitate,0.7655033894762658,1.15,0.31243653067538657,0.6145641864693034,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.6309346086229259,-0.5,-0.3441443248316334,-0.3162031050497519,0.2438417481427797,1.0,0.045377476409945466,0.48276456394346784,0.6275891341256372,0.3548387096774194,1.0203735144312394,0.8438030560271647,0.7116511035653651,1.1752594424202387,1.0257134995644892,0.9672896618027754,1.5185062325060783
1020,1021,"1020,But I can assure the young ladies that I come prepared to admire them.",2.7,2,4,3,75,14,i can assure the young ladies that i come prepared to admire them,1.8396064689240652,2.45,2.0635314522087325,3.119505183703515,1.3001702680150182,2.0,1.3642245877597565,2.999286224125625,1.1274322091449125,2.0,1.1563389416630956,2.619001306921714,1.5732926859577865,3.0,1.8989655224900792,2.9989293361884375,0.6255517826825133,0.3565365025466893,1.0203735144312394,0.8421052631578947,0.7111417657045842,1.1606725165671679,1.0389812312422266,0.9672896618027754,1.5069027226924663
1021,1022,"1021,""At present I will not say more; but, perhaps, when we are better acquainted""",1.05,1,2,1,82,14,present i will not say more but perhaps when we are better acquainted,0.4763217911633969,0.8,0.6359296423612388,1.0773210295279256,0.5628480646191314,1.0,0.620384533019828,1.4996431120628124,0.4240854820377771,1.0,0.48691918678401697,1.309500653460857,0.2438417481427797,1.0,0.4261474119235309,0.9996431120628125,0.6277589134125643,0.3599320882852292,1.032258064516129,0.8438030560271647,0.7159380305602718,1.1764750195746618,1.0655166945977024,1.0104618208048577,1.5185062325060783
1022,1023,"1022,He was interrupted by a summons to dinner; and the girls smiled on each other.",0.4,0,0,-1,83,15,was interrupted by a summons to dinner and the girls smiled on each other,-0.060729748560502644,0.15000000000000002,0.050484069441525885,0.23984123376007896,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-1.0856091896722273,-1.0,-0.9976094691104875,-0.9330446369087276,0.6278438030560277,0.3565365025466893,1.035653650254669,0.8438030560271647,0.7159592529711376,1.1770828081518725,1.0389812312422266,1.0227967233768813,1.5185062325060783
1023,1024,"1023,They were not the only objects of Mr. Collinss admiration.",0.75,1,0,1,63,10,were not the only objects of mr collinss admiration,0.22845184975236635,0.5,0.6356703377004727,1.07695009425335,0.5628480646191314,1.0,0.9176233161326866,2.098901098901099,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.72041676468408,1.3991008991008993,0.6337011884550091,0.3616298811544992,1.0475382003395586,0.8488964346349746,0.7229414261460104,1.2190202199794526,1.0787844262754405,1.0659688823789635,1.553316761946914
