,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
957,957,"Inspired by it and anxious to regain your good opinion, I proceed to tell you how I have just pulled Percival out of bed; I describe his slippers, his table, his guttered candle; his surly and complaining accents as I pull the blankets off his feet; he burrowing like some vast cocoon meanwhile.",0.05060205571721101,0.03937916937216627,0.12683090879713385,0.03454974609768217,0.056617843263957815,-0.024493856851805402,0.11054719702106314,0.1314202640527981,0.12641746980000895,0.10366627869154868,0.040494275354242944,-0.06668812817219254,0.8309054126119266,0.844332527733979,1.4616014327669062,1.1202324762144849,0.15704586509157095,-0.37565158268892607,-1.3244499874849467,0.3047865180719999,1.5092731249184221,1.2595716110394481,-0.42655855813444843,0.8178064979124249,0.4764275750271719,0.8530744198117863,1.272046743244119,-0.2132502492549369,0.9467594321709706,0.9836886303854171,1.433285543643368
958,958,"I describe all this in such a way that, centred as you are upon some private sorrow (for a hooded shape presides over our encounter), you give way, you laugh and delight in me.",0.05186630143173556,0.04069679553882172,0.12898782792333036,0.033035293671261776,0.05790571091604241,-0.022558062611393707,0.11054719702106314,0.1314202640527981,0.13031133016669577,0.1077144363760845,0.04140601425937524,-0.06767246676746574,0.8495750145948342,0.863996322194929,1.4887124576028747,1.1479624404645759,0.1390706315058446,-0.33474383832133087,-1.2209839249787169,0.3235599129530174,1.5382699556422077,1.2595716110394481,-0.38763713007424394,0.8177906498754318,0.47262350435319955,0.8494821770651841,1.348412906358757,-0.21458379280827408,0.9471793825527066,0.9836886303854171,1.4417643513191392
959,959,"My charm and flow of language, unexpected and spontaneous as it is, delights me too.",0.05768183171854849,0.04675787590543681,0.13490290438081853,0.037081257261453504,0.06322632929142961,-0.01868135013462029,0.11847827108702358,0.14097448166554707,0.13790435788173508,0.11298494629876689,0.04348044431373703,-0.06848944100574895,0.9734428608351725,0.9944603712421725,1.5566683452476038,1.2496187192701245,0.24657618220459818,-0.19436170931471183,-1.0347997644641298,0.37237073964366313,1.5962636170897793,1.336525006754984,-0.34871570201403945,0.8178652109742871,0.5061729769967878,0.848835043148109,1.3853352221765314,-0.21432976792846975,0.947777614169007,0.9836886303854171,1.5132610173994505
960,960,"I am astonished, as I draw the veil off things with words, how much, how infinitely more than I can say, I have observed.",0.057428982575643585,0.04649435067210572,0.13139476615376589,0.03663583007721222,0.06383760587531892,-0.01868135013462029,0.1172656138421301,0.13944678212309292,0.13557866128090487,0.11852283710585439,0.042648828283397174,-0.07248592777450127,1.0386307777704586,1.03652962111045,1.5400838570932487,1.2554888802550146,0.2757589256925393,-0.19436170931471183,-1.1014237262304858,0.36861606066745967,1.5382699556422077,1.2903529693256626,-0.34871570201403945,0.8891754237901022,0.5578447171684211,0.7966248015568832,1.3778539603639557,-0.1298697603548131,1.0114252646985495,1.0406890109415587,1.610845174200722
961,961,"More and more bubbles into my mind as I talk, images and images.",0.05806110543290585,0.04715316375543345,0.13139476615376589,0.03529954852448834,0.06284616549816148,-0.016574585614683487,0.1172656138421301,0.13944678212309292,0.13557866128090487,0.12386019224963805,0.042648828283397174,-0.0728070840374976,1.0739846035373892,1.073766106597694,1.5400838570932487,1.194301306220226,0.23429825696641832,-0.03943122196804365,-1.1014237262304858,0.3780027581079684,1.5382699556422077,1.2903529693256626,-0.30979427395383496,0.889049635316031,0.5037867760337791,0.8259413933431453,1.3802404978525624,-0.21338609613621617,1.008368391967469,1.0406890109415587,1.5737139635531245
962,962,"This, I say to myself, is what I need; why, I ask, can I not finish the letter that I am writing?",0.06122171971921722,0.05044722917207209,0.13735546361899445,0.03841753881417738,0.0686206358029569,-0.014336246277182423,0.12466706874503217,0.14574079277793706,0.13470254269840032,0.12938892997665774,0.04246074303187925,-0.07069820326018578,1.1570599130287431,1.1612653372783135,1.628452926173329,1.3017210549526743,0.3048895151927414,0.05794868755672584,-0.8551252328400228,0.42493624531051233,1.5962636170897793,1.3519156858980912,-0.27087284589363053,0.960153187431406,0.4991299387869272,0.7863293639630159,1.3460529008080022,-0.19955835884036707,1.0720483015180087,1.0406890109415587,1.6202900891680128
963,963,For my room is always scattered with unfinished letters.,0.06375021114826632,0.05308248150538301,0.13962746167445259,0.0409416261915447,0.06916827263290704,-0.010405184042155003,0.12937604949958662,0.1506840467465894,0.13703885891841242,0.13491988663217871,0.043341449301671255,-0.07203567997607778,1.1982057118054388,1.2046022295600711,1.6583278204949117,1.3109488479539522,0.3411421289573588,0.14810496510878998,-0.7411111849777294,0.4624830350725475,1.6252604478135646,1.41347840247052,-0.19302998977322147,1.031227477704041,0.4987710214786071,0.9005216988154969,1.4625782530081322,-0.1931918228792469,1.1356866678921913,1.0691892012196296,1.700196580153149
964,964,"I begin to suspect, when I am with you, that I am among the most gifted of men.",0.05945177571888286,0.04860255253875446,0.13367491072186277,0.032923936875201454,0.06709495643878385,-0.015995441011926917,0.12035775143070175,0.14958755833809745,0.13683025925591133,0.13402954157103722,0.04330733225065269,-0.06698822235589072,1.1361567934934471,1.1392490861278586,1.6188070500852896,1.4046670230060825,0.2726686287997695,0.044178081388499775,-0.7411111849777294,0.3986534924770878,1.5382699556422077,1.2903529693256626,-0.30979427395383496,0.9599641174562373,0.42188981327994235,0.8751601934869224,1.461035304975168,-0.1990975068185367,1.0721185841695602,1.012188820663488,1.604170737168117
965,965,"I am filled with the delight of youth, with potency, with the sense of what is to come.",0.05818753000435832,0.04728492637209901,0.1324402958596108,0.03255274755500038,0.06606332253282272,-0.01769748522911238,0.12382475509121821,0.14408839728559725,0.1356621011459053,0.1336309665389935,0.043066480477902354,-0.06432784251534857,1.0568453413647216,1.0557141455069206,1.5345736320686914,1.3757487804192667,0.29260121840609477,-0.08292147136836382,-0.7411111849777294,0.3798800975960702,1.5092731249184221,1.321134327611877,-0.34871570201403945,0.8889745060880301,0.49031373663610095,0.8464618336116791,1.4656322926143983,-0.19768199913015683,1.0722905974596302,1.0691892012196296,1.6035088972792082
966,966,"Blundering, but fervid, I see myself buzzing round flowers, humming down scarlet cups, making blue funnels resound with my prodigious booming.",0.05983104943324023,0.0489978403887511,0.13031506678354493,0.027949999984507038,0.06213440509226296,-0.013690695961607475,0.12382475509121821,0.13941891710635873,0.13274170587089018,0.13359712787934888,0.04256947370922114,-0.06541481824583045,1.0347619404229917,1.0324547606783374,1.5082264517956099,1.337656085677744,0.2632221343391015,-0.05892653773377563,-0.7411111849777294,0.4042855109413931,1.4802762941946366,1.321134327611877,-0.27087284589363053,0.8177022025937869,0.5160878318239239,0.8867607526340399,1.5443051755490154,-0.2879752574745348,1.010618287738066,1.0691892012196296,1.6132021778744858
967,967,How richly I shall enjoy my youth (you make me feel).,0.057934680861453404,0.04702140113876792,0.13031506678354493,0.02723731648972097,0.05932588226710578,-0.013755123686501756,0.12382475509121821,0.13941891710635873,0.12982131059587507,0.12818710282714807,0.041728769005244866,-0.06484833918103595,0.9960152292891327,0.9916447121046428,1.5082264517956099,1.306811394357397,0.2538747780008249,-0.06871409136027133,-0.7411111849777294,0.3761254186198667,1.4802762941946366,1.321134327611877,-0.27087284589363053,0.7465527873488,0.42121958725987546,0.884579685956916,1.546891361384619,-0.36210910906299315,0.9469647358438132,1.012188820663488,1.6129628997177732
968,968,And London.,0.057428982575643585,0.046494350672105736,0.13031506678354493,0.028462241246384523,0.05482923123219403,-0.012168289517355046,0.12382475509121821,0.13941891710635873,0.12288807588741327,0.1281457752838116,0.040065674121544055,-0.06247517782741844,0.9583918411344943,0.9520178056352565,1.5082264517956099,1.2256558836820688,0.26631503502945775,-0.08039412970559373,-0.7411111849777294,0.36861606066745967,1.4802762941946366,1.321134327611877,-0.231951417833426,0.8175987690440779,0.45011442649669675,0.8752786523960969,1.558848477965223,-0.3589213939329312,1.0072540653990227,1.012188820663488,1.6088542528107614
969,969,And freedom.,0.057428982575643585,0.046494350672105736,0.13031506678354493,0.03075300962248259,0.05321814061931318,-0.01420502011290041,0.12382475509121821,0.13941891710635873,0.12405623399741932,0.12759187525667778,0.04030578226661067,-0.06295196527655586,0.9583918411344943,0.9520178056352565,1.5082264517956099,1.185546883779614,0.3104658711338787,-0.13661644668338072,-0.7411111849777294,0.36861606066745967,1.4802762941946366,1.321134327611877,-0.27087284589363053,0.8170079955898849,0.42512258731522345,0.8810040036885847,1.5585115939268923,-0.4415650436244303,1.0069484119348273,1.0406890109415587,1.6031741419597374
970,970,But stop.,0.05907250200452549,0.04820726468875783,0.13199197469821505,0.03097572321460323,0.05157020593836228,-0.010250772503832866,0.12382475509121821,0.14178744352876826,0.12405623399741932,0.12759492628336705,0.04030578226661067,-0.06377147211219397,0.9760700835455444,0.9706374487063832,1.524597082929805,1.1468409847710983,0.3122187048043885,-0.04305685590393425,-0.6227932158829613,0.39302147401278253,1.5092731249184221,1.321134327611877,-0.19302998977322147,0.8875533703948232,0.44494790667663636,0.8203422842648781,1.5617080606332578,-0.425356194469771,1.0070002250432692,1.0406890109415587,1.674839302220067
971,971,You are not listening.,0.05616473686111903,0.04517672450545028,0.12448155700076431,0.03646932515357916,0.04865784983046226,-0.014289348183597205,0.12382475509121821,0.14178744352876826,0.1219285174399083,0.12206424699390875,0.03966868869140626,-0.06569071608989022,0.9200830630360166,0.9116690108795747,1.418551727938913,1.1009059833248545,0.38069868399173484,-0.1497312020929911,-0.6227932158829613,0.34984266578644213,1.4222826327470655,1.321134327611877,-0.27087284589363053,0.8163220339059811,0.419322764852305,0.7587398296899783,1.552468747823245,-0.4254566382863144,0.9434885433242004,0.9836886303854171,1.59275409473206
972,972,"You are making some protest, as you slide, with an inexpressibly familiar gesture, your hand along your knee.",0.054647642003689566,0.046230825438774645,0.12460325649418684,0.03713746592994109,0.04829610807122914,-0.014289348183597205,0.12244179331790411,0.14186337569936905,0.12893746609994458,0.12169229910388049,0.04086150493624115,-0.06579601023586568,0.889303683286322,0.9365798893089603,1.4212804382533362,1.090950314732753,0.38237621281330797,-0.1497312020929911,-0.6227932158829613,0.36486138169125615,1.4512794634708512,1.30574364846877,-0.27087284589363053,0.815862411043639,0.3976619314221426,0.6861635536343772,1.5867503342528189,-0.42551384585157265,0.9435184794069803,0.9836886303854171,1.620348431377555
973,973,By such signs we diagnose our friends' diseases.,0.056544010575476394,0.04820726468875782,0.12460325649418684,0.04024485081048153,0.04266901403871388,-0.010579658082099921,0.12449268793007892,0.14530400864062806,0.12971623817328193,0.12651569493355352,0.04106772058180552,-0.06337798180637702,0.9104531490502417,0.9588556051020104,1.4212804382533362,1.0362379901234533,0.41147660056400137,-0.08720358702807825,-0.5297011356256685,0.39302147401278253,1.4512794634708512,1.336525006754984,-0.19302998977322147,0.8156644042055043,0.475953200261353,0.7452469584956781,1.6629149237042407,-0.42623748373295295,0.9439981082178097,1.0406890109415587,1.6621221219961373
974,974,"""Do not, in your affluence and plenty,"" you seem to say, ""pass me by."" ""Stop,"" you say.",0.05136060314592574,0.045440249738781364,0.11975011509626826,0.034090531881547696,0.03717757316591103,-0.008819139157721177,0.12449268793007892,0.14548373799856384,0.12828037716306617,0.12648213363997154,0.040139860192833415,-0.05794435423977018,0.8700441159145864,0.937056123606895,1.3783439290548138,0.9467900498864981,0.36188031810948434,-0.06560799688277583,-0.5297011356256685,0.35359734476264554,1.3642889712994941,1.336525006754984,-0.15410856171301707,0.8869341372877324,0.5324900840355452,0.818974880305529,1.6641255154715875,-0.42565433714043716,0.8831655776995825,1.0406890109415587,1.6850665456191642
975,975,"""Ask me what I suffer.""",0.04819998885961437,0.042146184322142725,0.11759319597007176,0.029636260039134783,0.033355838468827746,-0.012690727638544569,0.12229404658731464,0.14326707591735588,0.12438651679637935,0.12116363938844882,0.039683990740267266,-0.05957569326463772,0.8233701109573175,0.8878966374545202,1.3512329042188456,0.8900854639237402,0.4226486856294502,-0.14742348561796637,-0.5297011356256685,0.30666385756010167,1.3352921405757086,1.30574364846877,-0.231951417833426,0.886991539609693,0.42539935036282406,0.8879093000341711,1.5994735106214752,-0.4283056735291778,0.8201845800483144,1.012188820663488,1.5855791620939286
976,976,'Let me then create you.,0.05072848028866347,0.04478143665545364,0.1205547445088048,0.030972541591858655,0.034447762667994396,-0.008477198598670955,0.12570308681166273,0.13887136952753118,0.12438651679637935,0.11659569770248647,0.039683990740267266,-0.05839038886365387,0.7527567362921681,0.813522963774665,1.2486462000729892,0.8347343696594186,0.44485414030040227,-0.14728576962921378,-0.5295269762907955,0.3442106473221368,1.3642889712994941,1.336525006754984,-0.15410856171301707,0.8869144442718394,0.4930442234957833,0.8541579077624963,1.6747050779425727,-0.42948287168527194,0.756921887675836,1.012188820663488,1.6683486591992753
977,977,(You have done as much for me.),0.04832641343106682,0.04227794693880828,0.11538280179624441,0.033162558581045005,0.03538561167341361,-0.010443895269824876,0.12239463540103393,0.1372921197041187,0.11387309380632493,0.11110357229573802,0.036649506607650525,-0.05845017514274066,0.7103481805227314,0.7688560702437047,1.1741251207280285,0.8701590517331608,0.5000746982156109,-0.19087240920849097,-0.5295269762907955,0.3367012893697298,1.3352921405757086,1.336525006754984,-0.15410856171301707,0.8157961910168854,0.5181137549225082,0.8589653220025383,1.5649411623646925,-0.4295683402122131,0.7523514526014379,1.012188820663488,1.657096564768497
978,978,"You lie on this hot bank, in this lovely, this fading, this still bright October day, watching boat after boat float through the combed-out twigs of the willow tree.",0.05060205571721101,0.0446496740387881,0.11313160437206625,0.03501426301839094,0.036706973932834605,-0.004734191258154001,0.12438786539774951,0.1412761204716952,0.11178987851014749,0.11007704049783004,0.035932255364949046,-0.059133896410121185,0.735681734522855,0.7955386850782298,1.144738838973639,0.8856344918840823,0.5199781080707861,-0.08077824673015174,-0.6300779151612778,0.3704934001555614,1.306295309851923,1.3673063650411983,-0.037344277532403616,0.8156656681332667,0.5978047990907615,0.8913669734280205,1.601109508531438,-0.4460718548536519,0.6899417875877043,1.012188820663488,1.655613037924062
979,979,And you wish to be a poet; and you wish to be a lover.,0.05060205571721101,0.0446496740387881,0.11313160437206625,0.034271884377988796,0.036655057291463185,-0.004734191258154001,0.12438786539774951,0.1412761204716952,0.11178987851014749,0.1101666297360695,0.035932255364949046,-0.058177015844693244,0.735681734522855,0.7955386850782298,1.144738838973639,0.933835415909271,0.5184028144208964,-0.08077824673015174,-0.6300779151612778,0.3704934001555614,1.306295309851923,1.3673063650411983,-0.037344277532403616,0.8866583605913729,0.6263913013949288,0.9598124569103087,1.6736540173370549,-0.4462977874614466,0.7533199013089783,1.0691892012196296,1.6242156627349127
