"","sent_raw","syuzhet","bing","afinn","nrc"
"834","833,""He says so himself, answered the Scarecrow, and he would never hurt anyone who is our friend.""",0.05,-1,-1,0
"835","834,If you will help us to save him I promise that he shall treat you all with kindness.",1.75,2,7,3
"836","835,""Very well, said the Queen, we trust you.""",1.3,2,1,0
"837","836,But what shall we do?",0,0,0,0
"838","837,Are there many of these mice which call you Queen and are willing to obey you?",0.8,1,0,0
"839","838,""Oh, yes; there are thousands, she replied.""",0.8,0,1,0
"840","839,""Then send for them all to come here as soon as possible, and let each one bring a long piece of string.""",0,0,0,0
"841","840,The Queen turned to the mice that attended her and told them to go at once and get all her people.",0,0,0,0
"842","841,As soon as they heard her orders they ran away in every direction as fast as possible.",0,1,0,0
"843","842,""Now, said the Scarecrow to the Tin Woodman, you must go to those trees by the riverside and make a truck that will carry the Lion.""",0.1,0,0,1
"844","843,""So the Woodman went at once to the trees and began to work; and he soon made a truck out of the limbs of trees, from which he chopped away all the leaves and branches.""",0,1,0,0
"845","844,He fastened it together with wooden pegs and made the four wheels out of short pieces of a big tree trunk.",0.25,0,1,1
"846","845,So fast and so well did he work that by the time the mice began to arrive the truck was all ready for them.",1.85,4,0,0
"847","846,""They came from all directions, and there were thousands of them: big mice and little mice and middle-sized mice; and each one brought a piece of string in his mouth.""",0.25,0,1,0
"848","847,It was about this time that Dorothy woke from her long sleep and opened her eyes.",0,0,0,0
"849","848,""She was greatly astonished to find herself lying upon the grass, with thousands of mice standing around and looking at her timidly.""",-0.6,-1,2,0
"850","849,""But the Scarecrow told her about everything, and turning to the dignified little Mouse, he said:""",0.5,1,0,1
"851","850,""Permit me to introduce to you her Majesty, the Queen.""",0.5,1,0,1
"852","851,""Dorothy nodded gravely and the Queen made a curtsy, after which she became quite friendly with the little girl.""",-0.25,0,2,1
"853","852,""The Scarecrow and the Woodman now began to fasten the mice to the truck, using the strings they had brought.""",0,0,0,0
"854","853,One end of a string was tied around the neck of each mouse and the other end to the truck.",0,0,0,0
"855","854,""Of course the truck was a thousand times bigger than any of the mice who were to draw it; but when all the mice had been harnessed, they were able to pull it quite easily.""",0,0,0,1
"856","855,""Even the Scarecrow and the Tin Woodman could sit on it, and were drawn swiftly by their queer little horses to the place where the Lion lay asleep.""",0.45,-1,2,1
"857","856,""After a great deal of hard work, for the Lion was heavy, they managed to get him up on the truck.""",0.85,1,2,2
"858","857,""Then the Queen hurriedly gave her people the order to start, for she feared if the mice stayed among the poppies too long they also would fall asleep.""",-0.25,-1,0,-1
"859","858,""At first the little creatures, many though they were, could hardly stir the heavily loaded truck; but the Woodman and the Scarecrow both pushed from behind, and they got along better.""",0.8,1,2,-1
"860","859,""Soon they rolled the Lion out of the poppy bed to the green fields, where he could breathe the sweet, fresh air again, instead of the poisonous scent of the flowers.""",0.85,1,3,2
"861","860,Dorothy came to meet them and thanked the little mice warmly for saving her companion from death.",1.55,0,-2,0
"862","861,She had grown so fond of the big Lion she was glad he had been rescued.",2.4,2,8,2
"863","862,Then the mice were unharnessed from the truck and scampered away through the grass to their homes.",0,0,0,0
"864","863,The Queen of the Mice was the last to leave.",-0.25,0,-1,-1
"865","864,""If ever you need us again, she said, come out into the field and call, and we shall hear you and come to your assistance.""",0.8,0,0,1
"866","865,Good-bye!",0,1,3,1
"867","866,""Good-bye! they all answered, and away the Queen ran, while Dorothy held Toto tightly lest he should run after her and frighten her.""",-0.75,0,3,0
"868","867,""After this they sat down beside the Lion until he should awaken; and the Scarecrow brought Dorothy some fruit from a tree near by, which she ate for her dinner.""",1.5,0,0,3
"869","868,The Guardian of the Gate",0.1,0,0,1
"870","869,""It was some time before the Cowardly Lion awakened, for he had lain among the poppies a long while, breathing in their deadly fragrance; but when he did open his eyes and roll off the truck he was very glad to find himself still alive.""",-0.65,-1,-1,1
"871","870,""I ran as fast as I could, he said, sitting down and yawning, but the flowers were too strong for me.""",0.5,2,2,-1
"872","871,How did you get me out?",0,0,0,0
"873","872,""Then they told him of the field mice, and how they had generously saved him from death; and the Cowardly Lion laughed, and said:""",0.95,-1,1,-1
"874","873,""I have always thought myself very big and terrible; yet such little things as flowers came near to killing me, and such small animals as mice have saved my life.""",-0.45,-2,-3,-3
"875","874,How strange it all is!",-0.5,-1,-1,0
"876","875,""But, comrades, what shall we do now?""",0,0,0,0
"877","876,""We must journey on until we find the road of yellow brick again, said Dorothy, and then we can keep on to the Emerald City.""",0.4,0,0,1
"878","877,""So, the Lion being fully refreshed, and feeling quite himself again, they all started upon the journey, greatly enjoying the walk through the soft, fresh grass; and it was not long before they reached the road of yellow brick and turned again toward the Emerald City where the Great Oz dwelt.""",4.5,5,8,4
"879","878,""The road was smooth and well paved, now, and the country about was beautiful, so that the travelers rejoiced in leaving the forest far behind, and with it the many dangers they had met in its gloomy shades.""",2.15,2,5,0
"880","879,""Once more they could see fences built beside the road; but these were painted green, and when they came to a small house, in which a farmer evidently lived, that also was painted green.""",0,0,0,0
"881","880,""They passed by several of these houses during the afternoon, and sometimes people came to the doors and looked at them as if they would like to ask questions; but no one came near them nor spoke to them because of the great Lion, of which they were very much afraid.""",0.35,1,2,-1
"882","881,The people were all dressed in clothing of a lovely emerald-green color and wore peaked hats like those of the Munchkins.",1.25,2,5,2
"883","882,""This must be the Land of Oz, said Dorothy, and we are surely getting near the Emerald City.""",0,0,0,1
"884","883,""Yes, answered the Scarecrow.""",0.8,0,1,0
"885","884,""Everything is green here, while in the country of the Munchkins blue was the favorite color.""",0.75,1,2,2
"886","885,""But the people do not seem to be as friendly as the Munchkins, and Im afraid we shall be unable to find a place to pass the night.""",-0.5,-1,-2,-1
"887","886,""I should like something to eat besides fruit, said the girl, and Im sure Toto is nearly starved.""",0.6,1,0,0
"888","887,Let us stop at the next house and talk to the people.",0,0,-1,1
"889","888,""So, when they came to a good-sized farmhouse, Dorothy walked boldly up to the door and knocked.""",0.25,1,5,1
"890","889,""A woman opened it just far enough to look out, and said, What do you want, child, and why is that great Lion with you?""",0.95,2,4,2
"891","890,""We wish to pass the night with you, if you will allow us, answered Dorothy; and the Lion is my friend and comrade, and would not hurt you for the world.""",2.2,-1,1,2
"892","891,Is he tame?",0,0,0,0
"893","892,""asked the woman, opening the door a little wider.""",0,0,0,0
"894","893,""Oh, yes, said the girl, and he is a great coward, too.""",0.3,0,2,-1
"895","894,He will be more afraid of you than you are of him.",-0.75,-1,-2,-1
"896","895,""Well, said the woman, after thinking it over and taking another peep at the Lion, if that is the case you may come in, and I will give you some supper and a place to sleep.""",0.9,1,0,0
"897","896,""So they all entered the house, where there were, besides the woman, two children and a man.""",0,0,0,0
"898","897,""The man had hurt his leg, and was lying on the couch in a corner.""",-1.25,-2,-2,-2
"899","898,""They seemed greatly surprised to see so strange a company, and while the woman was busy laying the table the man asked:""",-0.5,-1,-1,0
"900","899,Where are you all going?",0,0,0,0
"901","900,""To the Emerald City, said Dorothy, to see the Great Oz.""",0.5,1,3,0
"902","901,""Oh, indeed! exclaimed the man.""",0,0,0,0
"903","902,Are you sure that Oz will see you?",0,0,0,0
"904","903,Why not?",0,0,0,0
"905","904,she replied.",0,0,0,0
"906","905,""Why, it is said that he never lets anyone come into his presence.""",0.4,0,0,1
"907","906,""I have been to the Emerald City many times, and it is a beautiful and wonderful place; but I have never been permitted to see the Great Oz, nor do I know of any living person who has seen him.""",2,3,10,2
"908","907,Does he never go out?",0,0,0,0
"909","908,asked the Scarecrow.",0,0,0,0
"910","909,Never.",0,0,0,0
"911","910,""He sits day after day in the great Throne Room of his Palace, and even those who wait upon him do not see him face to face.""",0.85,1,3,0
"912","911,What is he like?",0.5,1,2,0
"913","912,asked the girl.",0,0,0,0
"914","913,""That is hard to tell, said the man thoughtfully.""",0.75,0,-1,0
"915","914,""You see, Oz is a Great Wizard, and can take on any form he wishes.""",1.7,1,4,1
"916","915,So that some say he looks like a bird; and some say he looks like an elephant; and some say he looks like a cat.",0.5,1,2,0
"917","916,""To others he appears as a beautiful fairy, or a brownie, or in any other form that pleases him.""",1.75,2,3,1
"918","917,""But who the real Oz is, when he is in his own form, no living person can tell.""",0.25,0,-1,1
"919","918,""That is very strange, said Dorothy, but we must try, in some way, to see him, or we shall have made our journey for nothing.""",-0.1,-1,-1,1
"920","919,Why do you wish to see the terrible Oz?",0.05,-1,-2,-1
"921","920,asked the man.",0,0,0,0
"922","921,""I want him to give me some brains, said the Scarecrow eagerly.""",1.4,1,1,1
"923","922,""Oh, Oz could do that easily enough, declared the man.""",-0.25,1,0,0
"924","923,He has more brains than he needs.",0.6,0,0,1
"925","924,""And I want him to give me a heart, said the Tin Woodman.""",0,0,1,0
"926","925,""That will not trouble him, continued the man, for Oz has a large collection of hearts, of all sizes and shapes.""",-0.5,-1,-2,0
"927","926,""And I want him to give me courage, said the Cowardly Lion.""",-0.15,0,1,1
